doc,cq,covered,rows,required_vars,query_path
dsa_062.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_063.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_063.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_063.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_063.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_064.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_064.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_064.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_064.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_065.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_065.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_065.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_065.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_066.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_066.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_066.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_066.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_067.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_067.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_067.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_067.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_068.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_068.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_068.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_068.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_069.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_069.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_069.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_069.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_070.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_070.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_070.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_070.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_071.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_071.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_071.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_071.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_072.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_072.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_072.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_072.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_073.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_073.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_073.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_073.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_074.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_074.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_074.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_074.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_075.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_075.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_075.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_075.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_076.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_076.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_076.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_076.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_077.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_077.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_077.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_077.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_078.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_078.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_078.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_078.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_079.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_079.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_079.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_079.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_080.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_080.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_080.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_080.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_081.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_081.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_081.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_081.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_082.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_082.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_082.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_082.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_083.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_083.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_083.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_083.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_084.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_084.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_084.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_084.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_085.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_085.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_085.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_085.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_086.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_086.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_086.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_086.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_087.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_087.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_087.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_087.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_088.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_088.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_088.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_088.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_089.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_089.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_089.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_089.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_090.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_090.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_090.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_090.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_091.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_091.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_091.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_091.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_092.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_092.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_092.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_092.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_093.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_093.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_093.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_093.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_094.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_094.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_094.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_094.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_095.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_095.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_095.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_095.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_096.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_096.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_096.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_096.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_097.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_097.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_097.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_097.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_098.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_098.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_098.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_098.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
dsa_099.ttl,CQ1,1,1,"pa,purpose,lb",queries/CQ1_pa_purpose_legalbasis.sparql
dsa_099.ttl,CQ2,1,1,"dataset,duration,disposal",queries/CQ2_dataset_retention_disposal.sparql
dsa_099.ttl,CQ3,1,2,"transfer,dest,mechanism,safeguard",queries/CQ3_transfer_mechanism_safeguard.sparql
dsa_099.ttl,CQ4,1,1,"pa,pdCat",queries/CQ4_pa_datacategories.sparql
